# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1096974	1097373	-					Mpc1		TpMuguga_02g00542	400		old_locus_tag=TP02_0542
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1096974	1097373	-			EAN32825.1	Mitochondrial pyruvate carrier 1	Mpc1		TpMuguga_02g00542	400		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1097012	1097305	-	EAN32825.1			Mitochondrial pyruvate carrier 1	Mpc1		TpMuguga_02g00542	294	97	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1097510	1099204	-							TpMuguga_02g00543	1695		old_locus_tag=TP02_0543
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1097510	1099204	-			EAN32826.1	putative integral membrane protein			TpMuguga_02g00543	1656		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1097528	1098985	-	EAN32826.1			putative integral membrane protein			TpMuguga_02g00543	1419	472	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1099231	1100154	+					RNU1		TpMuguga_02g00544	924		old_locus_tag=TP02_0544
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1099231	1100154	+			EAN32827.1	U1 small nuclear ribonucleoprotein of 70kDa MW N terminal family protein	RNU1		TpMuguga_02g00544	924		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1099468	1100151	+	EAN32827.1			U1 small nuclear ribonucleoprotein of 70kDa MW N terminal family protein	RNU1		TpMuguga_02g00544	684	227	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1100155	1101655	+					CYB5R3		TpMuguga_02g00545	1501		old_locus_tag=TP02_0545; TP02_0546
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1100155	1101655	+			EAN32828.1	Oxidoreductase NAD-binding domain protein	CYB5R3		TpMuguga_02g00545	1399		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1100297	1101271	+	EAN32828.1			Oxidoreductase NAD-binding domain protein	CYB5R3		TpMuguga_02g00545	873	290	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1101695	1102690	-							TpMuguga_02g00546	996		old_locus_tag=TP02_0546
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1101695	1102690	-			EAN32829.2	Ras family protein			TpMuguga_02g00546	858		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1101703	1102557	-	EAN32829.2			Ras family protein			TpMuguga_02g00546	717	238	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1102759	1104332	+							TpMuguga_02g00547	1574		old_locus_tag=TP02_0547
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1102759	1104332	+			EAN32830.1	TAFII55 protein conserved region family protein			TpMuguga_02g00547	1574		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1102924	1104075	+	EAN32830.1			TAFII55 protein conserved region family protein			TpMuguga_02g00547	1152	383	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1104134	1104753	-							TpMuguga_02g02490	620		
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1104134	1104753	-			KAF5153651.1	putative integral membrane protein			TpMuguga_02g02490	450		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1104152	1104672	-	KAF5153651.1			putative integral membrane protein			TpMuguga_02g02490	351	116	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1104773	1106417	+					dbr1-a		TpMuguga_02g00548	1645		old_locus_tag=TP02_0548
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1104773	1106417	+			EAN32831.1	Lariat debranching enzyme A	dbr1-a		TpMuguga_02g00548	1246		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1104837	1106417	+	EAN32831.1			Lariat debranching enzyme A	dbr1-a		TpMuguga_02g00548	1182	393	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1106476	1107425	-							TpMuguga_02g00549	950		old_locus_tag=TP02_0549
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1106476	1107425	-			EAN32832.2	hypothetical protein			TpMuguga_02g00549	950		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1106476	1107273	-	EAN32832.2			hypothetical protein			TpMuguga_02g00549	798	265	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1107454	1109155	+					NOP5-2		TpMuguga_02g00550	1702		old_locus_tag=TP02_0550
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1107454	1109155	+			EAN32833.1	putative nucleolar protein 5-2	NOP5-2		TpMuguga_02g00550	1587		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1107560	1108952	+	EAN32833.1			putative nucleolar protein 5-2	NOP5-2		TpMuguga_02g00550	1278	425	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1110612	1111437	-							TpMuguga_02g00551	826		old_locus_tag=TP02_0551
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1110612	1111437	-			EAN32834.1	putative 23 kDa piroplasm membrane protein			TpMuguga_02g00551	826		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1110722	1111411	-	EAN32834.1			putative 23 kDa piroplasm membrane protein			TpMuguga_02g00551	690	229	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1112383	1113209	-							TpMuguga_02g00552	827		old_locus_tag=TP02_0552
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1112383	1113209	-			EAN32835.1	integral membrane protein			TpMuguga_02g00552	827		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1112610	1113209	-	EAN32835.1			integral membrane protein			TpMuguga_02g00552	600	199	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1113623	1114258	-							TpMuguga_02g00553	636		old_locus_tag=TP02_0553
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1113623	1114258	-			EAN32836.1	putative integral membrane protein			TpMuguga_02g00553	636		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1113623	1114258	-	EAN32836.1			putative integral membrane protein			TpMuguga_02g00553	636	211	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1114809	1115709	-							TpMuguga_02g02425	901		old_locus_tag=TP02_0554
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1114809	1115709	-			KAF5153652.1	hypothetical protein			TpMuguga_02g02425	721		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1114809	1115648	-	KAF5153652.1			hypothetical protein			TpMuguga_02g02425	660	219	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1115765	1118524	-					ybaR		TpMuguga_02g02305	2760		old_locus_tag=TP02_0554
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1115765	1118524	-			KAF5153653.1	Sulfate transporter family protein	ybaR		TpMuguga_02g02305	2394		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1115780	1118213	-	KAF5153653.1			Sulfate transporter family protein	ybaR		TpMuguga_02g02305	2148	715	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1119032	1120085	+							TpMuguga_02g00555	1054		old_locus_tag=TP02_0555
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1119032	1120085	+			EAN32838.2	putative integral membrane protein			TpMuguga_02g00555	860		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1119328	1120067	+	EAN32838.2			putative integral membrane protein			TpMuguga_02g00555	546	181	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1120041	1123198	-							TpMuguga_02g00556	3158		old_locus_tag=TP02_0556; TP02_0555
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1120041	1123198	-			EAN32839.2	hypothetical protein			TpMuguga_02g00556	2098		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1120167	1122732	-	EAN32839.2			hypothetical protein			TpMuguga_02g00556	1506	501	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1123303	1124111	+					Pfn		TpMuguga_02g00557	809		old_locus_tag=TP02_0557
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1123303	1124111	+			EAN32840.1	Profilin family protein	Pfn		TpMuguga_02g00557	601		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1123327	1124029	+	EAN32840.1			Profilin family protein	Pfn		TpMuguga_02g00557	495	164	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1124174	1126885	+					NOP2		TpMuguga_02g00558	2712		old_locus_tag=TP02_0558; TP02_0559
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1124174	1126885	+			EAN32841.1	NOL1/NOP2/sun family putative RNA methylase domain protein	NOP2		TpMuguga_02g00558	1550		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1124396	1126844	+	EAN32841.1			NOL1/NOP2/sun family putative RNA methylase domain protein	NOP2		TpMuguga_02g00558	1287	428	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1126838	1128333	-					ypt3		TpMuguga_02g00559	1496		old_locus_tag=TP02_0559; TP02_0558
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1126838	1128333	-			EAN32842.1	GTP-binding protein YPT32/YPT11	ypt3		TpMuguga_02g00559	891		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1126858	1128161	-	EAN32842.1			GTP-binding protein YPT32/YPT11	ypt3		TpMuguga_02g00559	699	232	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1128612	1129954	+					pre3		TpMuguga_02g00560	1343		old_locus_tag=TP02_0560
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1128612	1129954	+			EAN32843.1	Proteasome subunit family protein	pre3		TpMuguga_02g00560	948		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1128705	1129939	+	EAN32843.1			Proteasome subunit family protein	pre3		TpMuguga_02g00560	840	279	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1129931	1131585	+							TpMuguga_02g00561	1655		old_locus_tag=TP02_0560; TP02_0561
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1129931	1131585	+			EAN32844.1	hypothetical protein			TpMuguga_02g00561	1086		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1130176	1131455	+	EAN32844.1			hypothetical protein			TpMuguga_02g00561	711	236	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1132032	1135160	+					ROM4		TpMuguga_02g00562	3129		old_locus_tag=TP02_0562
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1132032	1135160	+			EAN32845.1	Rhomboid family protein	ROM4		TpMuguga_02g00562	2102		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1132040	1135160	+	EAN32845.1			Rhomboid family protein	ROM4		TpMuguga_02g00562	2094	697	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1135400	1137747	+					NPLOC4		TpMuguga_02g00563	2348		old_locus_tag=TP02_0563
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1135400	1137747	+			EAN32846.1	NPL4 family protein	NPLOC4		TpMuguga_02g00563	1805		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1135585	1137723	+	EAN32846.1			NPL4 family protein	NPLOC4		TpMuguga_02g00563	1596	531	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1138280	1139188	+							TpMuguga_02g00564	909		old_locus_tag=TP02_0564
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1138280	1139188	+			EAN32847.1	Tpr-like protein			TpMuguga_02g00564	909		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1138280	1139188	+	EAN32847.1			Tpr-like protein			TpMuguga_02g00564	909	302	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1139324	1139971	-					PROSC		TpMuguga_02g00565	648		old_locus_tag=TP02_0565
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1139324	1139971	-			EAN32848.1	proline synthase co-transcribed-like protein	PROSC		TpMuguga_02g00565	648		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1139324	1139971	-	EAN32848.1			proline synthase co-transcribed-like protein	PROSC		TpMuguga_02g00565	648	215	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1140085	1143502	-					ROM4		TpMuguga_02g02170	3418		old_locus_tag=TP02_0566; TP02_0567
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1140085	1143502	-			KAF5153654.1	Rhomboid family protein	ROM4		TpMuguga_02g02170	1749		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1140115	1143502	-	KAF5153654.1			Rhomboid family protein	ROM4		TpMuguga_02g02170	1719	572	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1143868	1144604	-							TpMuguga_02g02280	737		
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1143868	1144604	-			KAF5153655.1	hypothetical protein			TpMuguga_02g02280	442		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1143874	1144462	-	KAF5153655.1			hypothetical protein			TpMuguga_02g02280	294	97	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1144674	1145968	-					rpl4a		TpMuguga_02g00568	1295		old_locus_tag=TP02_0568
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1144674	1145968	-			EAN32851.1	Ribosomal protein L4/L1 family protein	rpl4a		TpMuguga_02g00568	1295		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1144691	1145860	-	EAN32851.1			Ribosomal protein L4/L1 family protein	rpl4a		TpMuguga_02g00568	1170	389	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1146692	1148028	+							TpMuguga_02g00569	1337		old_locus_tag=TP02_0569
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1146692	1148028	+			EAN32852.1	hypothetical protein			TpMuguga_02g00569	1337		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1146692	1148008	+	EAN32852.1			hypothetical protein			TpMuguga_02g00569	1317	438	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1148420	1149103	+							TpMuguga_02g00570	684		old_locus_tag=TP02_0570
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1148420	1149103	+			EAN32853.2	hypothetical protein			TpMuguga_02g00570	684		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1148420	1149103	+	EAN32853.2			hypothetical protein			TpMuguga_02g00570	684	227	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1149443	1151678	+							TpMuguga_02g00571	2236		old_locus_tag=TP02_0571
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1149443	1151678	+			EAN32854.1	hypothetical protein			TpMuguga_02g00571	2084		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1149493	1151678	+	EAN32854.1			hypothetical protein			TpMuguga_02g00571	2034	677	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1152017	1155558	-							TpMuguga_02g02100	3542		old_locus_tag=TP02_0572; TP02_0573
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1152017	1155558	-			KAF5153656.1	Exportin 1-like family protein			TpMuguga_02g02100	2995		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1152044	1155392	-	KAF5153656.1			Exportin 1-like family protein			TpMuguga_02g02100	2802	933	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1155575	1157849	-							TpMuguga_02g00574	2275		old_locus_tag=TP02_0574; TP02_0575
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1155575	1157849	-			EAN32857.1	hypothetical protein			TpMuguga_02g00574	1402		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1155624	1157315	-	EAN32857.1			hypothetical protein			TpMuguga_02g00574	819	272	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1157651	1158544	+							TpMuguga_02g00575	894		old_locus_tag=TP02_0575
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1157651	1158543	+			EAN32858.1	hypothetical protein			TpMuguga_02g00575	649		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1157724	1158507	+	EAN32858.1			hypothetical protein			TpMuguga_02g00575	540	179	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1159391	1160315	-					GUK1		TpMuguga_02g00576	925		old_locus_tag=TP02_0576
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1159391	1160315	-			EAN32859.1	guanylate kinase	GUK1		TpMuguga_02g00576	925		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1159404	1159985	-	EAN32859.1			guanylate kinase	GUK1		TpMuguga_02g00576	582	193	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1160386	1167618	+					PFP-BETA2		TpMuguga_02g00577	7233		old_locus_tag=TP02_0577
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1160386	1167618	+			EAN32860.2	Phosphofructokinase family protein	PFP-BETA2		TpMuguga_02g00577	5472		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1160921	1167601	+	EAN32860.2			Phosphofructokinase family protein	PFP-BETA2		TpMuguga_02g00577	4920	1639	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1168758	1170194	+							TpMuguga_02g00578	1437		old_locus_tag=TP02_0578
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1168758	1170194	+			EAN32861.1	hypothetical protein			TpMuguga_02g00578	1437		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1168788	1170092	+	EAN32861.1			hypothetical protein			TpMuguga_02g00578	1305	434	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1170481	1174247	+							TpMuguga_02g00579	3767		old_locus_tag=TP02_0579
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1170481	1174247	+			EAN32862.2	hypothetical protein			TpMuguga_02g00579	3313		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1170598	1174192	+	EAN32862.2			hypothetical protein			TpMuguga_02g00579	3141	1046	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1174906	1176815	-					PUB49		TpMuguga_02g00580	1910		old_locus_tag=TP02_0580
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1174906	1176815	-			EAN32863.2	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD family protein	PUB49		TpMuguga_02g00580	1573		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1174906	1176784	-	EAN32863.2			Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD family protein	PUB49		TpMuguga_02g00580	1542	513	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1176911	1182455	+							TpMuguga_02g00581	5545		old_locus_tag=TP02_0581
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1176911	1182455	+			EAN32864.2	hypothetical protein			TpMuguga_02g00581	2975		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1177042	1182350	+	EAN32864.2			hypothetical protein			TpMuguga_02g00581	2739	912	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1182502	1184016	-							TpMuguga_02g00582	1515		old_locus_tag=TP02_0582
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1182502	1184016	-			EAN32865.1	hypothetical protein			TpMuguga_02g00582	1449		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1182502	1184016	-	EAN32865.1			hypothetical protein			TpMuguga_02g00582	1449	482	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1184081	1186796	-							TpMuguga_02g00583	2716		old_locus_tag=TP02_0583
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1184081	1186796	-			EAN32866.1	hypothetical protein			TpMuguga_02g00583	2593		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1184151	1186796	-	EAN32866.1			hypothetical protein			TpMuguga_02g00583	2523	840	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1186872	1188161	+					csnk2b		TpMuguga_02g00584	1290		old_locus_tag=TP02_0584
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1186872	1188161	+			EAN32867.2	Casein kinase II regulatory subunit family protein	csnk2b		TpMuguga_02g00584	1023		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1187144	1188121	+	EAN32867.2			Casein kinase II regulatory subunit family protein	csnk2b		TpMuguga_02g00584	711	236	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1188151	1189130	+							TpMuguga_02g00585	980		old_locus_tag=TP02_0585
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1188151	1189105	+			EAN32868.2	hypothetical protein			TpMuguga_02g00585	612		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1188208	1189105	+	EAN32868.2			hypothetical protein			TpMuguga_02g00585	555	184	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1189236	1189991	-							TpMuguga_02g00586	756		old_locus_tag=TP02_0586
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1189236	1189991	-			EAN32869.1	hypothetical protein			TpMuguga_02g00586	756		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1189236	1189991	-	EAN32869.1			hypothetical protein			TpMuguga_02g00586	756	251	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1190047	1190936	+							TpMuguga_02g00587	890		old_locus_tag=TP02_0587
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1190047	1190936	+			EAN32870.2	Ribonuclease H2 non-catalytic subunit (Ylr154p-like) family protein			TpMuguga_02g00587	733		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1190135	1190936	+	EAN32870.2			Ribonuclease H2 non-catalytic subunit (Ylr154p-like) family protein			TpMuguga_02g00587	645	214	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1190942	1192505	-							TpMuguga_02g02240	1564		old_locus_tag=TP02_0588
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1190942	1192505	-			KAF5153657.1	putative integral membrane protein			TpMuguga_02g02240	1347		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1190954	1192505	-	KAF5153657.1			putative integral membrane protein			TpMuguga_02g02240	1335	444	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1192398	1194984	-							TpMuguga_02g02450	2587		old_locus_tag=TP02_0588; TP02_0589
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1192398	1194984	-			KAF5153658.1	hypothetical protein			TpMuguga_02g02450	2587		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1192423	1194966	-	KAF5153658.1			hypothetical protein			TpMuguga_02g02450	2544	847	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1195067	1196490	-					TLDC2		TpMuguga_02g00590	1424		old_locus_tag=TP02_0590
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1195067	1196479	-			EAN32873.1	TLD family protein	TLDC2		TpMuguga_02g00590	1413		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1195088	1196428	-	EAN32873.1			TLD family protein	TLDC2		TpMuguga_02g00590	1341	446	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1196728	1200543	-							TpMuguga_02g00591	3816		old_locus_tag=TP02_0591
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1196728	1200543	-			EAN32874.2	putative integral membrane protein			TpMuguga_02g00591	3816		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1196740	1199961	-	EAN32874.2			putative integral membrane protein			TpMuguga_02g00591	3222	1073	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1201076	1204576	-							TpMuguga_02g00592	3501		old_locus_tag=TP02_0592
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	1201076	1204576	-			EAN32875.2	putative integral membrane protein			TpMuguga_02g00592	3501		
